 -1.50946 [0.6068572996797974, 0.9559042937297616, 0.42938600084107736] 0.0005119205007393431 -1.1760476045322665 -17.25261438576707
 -1.5094600801603206 [0.6947333390120758, 0.9469272836825418, 0.4393900724994181] 0.0021239681180513018 -1.1699137777065445 -17.24976405599471
 -1.5094601603206412 [0.7872703115105767, 0.9371229192678419, 0.4472594972700012] 0.002291616690037852 -1.1645279867449108 -17.248935288249022
 -1.5094602404809618 [0.8840988191912371, 0.9272205564942326, 0.452490742829983] 0.0028600018777476996 -1.1602423709693983 -17.249737233082296
 -1.5094603206412827 [0.990998005067893, 0.9173255616084403, 0.45470343096836957] 0.0027220627951294036 -1.1543047607109456 -17.248684455316123
 -1.5094604008016033 [1.1244541457153254, 0.9068137783257858, 0.4534930639878721] 0.0025673652533998877 -1.1501399267531114 -17.23922068552103
 -1.5094604809619239 [1.3324977623485885, 0.8937777389116539, 0.44809686359457107] 0.001976324055170343 -1.1431660949066709 -17.2386323903383
 -1.5094605611222445 [1.902358827000731, 0.8704324522767021, 0.4363507346347329] 0.00282041110706118 -1.13658499940539 -17.239336224289282
 -1.509460641282565 [9.978987753906887, 0.6519015549037832, 0.4046801095847799] -0.0008261121744992561 -1.1310902710150592 -17.233626050193898
 -1.5094607214428857 [0.35615321934576816, 0.864054181977514, 0.36727653307427816] -6.304732212606243e-5 -1.1258505004372101 -17.238644270044123
 -1.5094608016032065 [0.385443375969429, 0.9547803204647589, 0.3801537565047308] 0.0004555050089532999 -1.1198472483634108 -17.23678888044952
 -1.509460881763527 [0.4838638229649889, 0.9655987945661857, 0.40979428680301494] 0.0006727050591949284 -1.1142080872555404 -17.228647194905403
 -1.5094609619238477 [0.6570837142859481, 0.950851257500858, 0.43541717631984617] 0.00187398572735861 -1.1096584566684853 -17.223391643417806
 -1.5094610420841683 [0.8459825706163646, 0.9310342033287113, 0.45080949683335375] 0.00312581947724039 -1.1031490552299943 -17.221712161465902
 -1.509461122244489 [1.0511403976353162, 0.9123408409016923, 0.4545729820035921] 0.00344080004918407 -1.0964248816620579 -17.21342420731434
 -1.5094612024048095 [1.4090641786977403, 0.8897414806189003, 0.44599084064116956] 0.002681223040900579 -1.0893564592567588 -17.215013810240748
 -1.5094612825651303 [10.654543369216237, 0.688958893430053, 0.40954881607446286] -0.00019178490453845303 -1.0858560276137392 -17.21512174069532
 -1.509461362725451 [0.3645726359037398, 0.9241200444040166, 0.36848022466194225] 0.0004473454840868368 -1.079595157533232 -17.214160605581302
 -1.5094614428857716 [0.4825781406978432, 0.9656352471043753, 0.40953538621928093] 0.0006547727260293752 -1.0735150975572598 -17.20708342068136
 -1.5094615230460922 [0.7423597983767081, 0.9418724119407551, 0.443781416835985] 0.0027744214137837685 -1.0679407228524318 -17.201876466544807
 -1.5094616032064128 [1.0199567017183993, 0.9148717946053526, 0.4547442138245351] 0.004308104711466978 -1.0585688759405587 -17.19941668032028
 -1.5094616833667334 [1.5932193391443057, 0.881316517440062, 0.4415201908972959] 0.0007934109135342625 -1.0552248108665019 -17.199480061471302
 -1.5094617635270542 [0.35963213519467047, 0.8284576089162251, 0.3710664169938289] 0.00040942555050906183 -1.0498506382763861 -17.201958467625595
 -1.5094618436873748 [0.4609794043505985, 0.966305066000305, 0.40486407126268836] 0.0005777297648573767 -1.0433807806888078 -17.188127249856482
 -1.5094619238476954 [0.7908746431557676, 0.9367383133116244, 0.44751265840922066] 0.004214297513650249 -1.0347133474940684 -17.185092185408063
 -1.509462004008016 [1.182322366383797, 0.9028291422770026, 0.45218890450012283] 0.0020733495515665224 -1.0293162511709246 -17.185724265766492
 -1.5094620841683366 [6.412326695130951, 0.6468757740874039, 0.39778701598683175] -0.0001609043689247811 -1.0248257886928303 -17.190048113802764
 -1.5094621643286572 [0.4399662352917116, 0.9662007126646223, 0.3996583089428708] 0.0006222933442872753 -1.018711040135004 -17.17669718082759
 -1.509462244488978 [0.8315797385261069, 0.9325037943116055, 0.45004742753673677] 0.0032987985433465647 -1.0107283993016116 -17.168635386826967
 -1.5094623246492986 [1.4171233381581811, 0.8893275958380832, 0.44576766149719355] 0.001649165344537862 -1.005413604266831 -17.175082134227697
 -1.5094624048096192 [0.3634127995073658, 0.9193686864325672, 0.36796401417229] 0.0005979044888856538 -1.000275940669125 -17.17205036474528
 -1.5094624849699398 [0.6914251599739801, 0.9472596899051231, 0.43906293611815356] 0.001090514333434865 -0.9892232051432635 -17.160273963067393
 -1.5094625651302604 [1.2420998927209368, 0.899020315240378, 0.4506178263372685] 0.0022791192092247374 -0.9858093105451105 -17.164996624167777
 -1.5094626452905813 [0.3612355029324508, 0.9097556552940721, 0.3670218002092176] 0.001001151032005443 -0.9802217177930661 -17.15354987058113
 -1.5094627254509019 [0.7435167828398123, 0.9417431418532508, 0.44388121980440515] 0.0023824745981827424 -0.9714486701007594 -17.151854246375972
 -1.5094628056112225 [1.5549429745825671, 0.8829086721321104, 0.44234238169712026] 0.001465868651756647 -0.9671849798759802 -17.1537923701436
 -1.509462885771543 [0.42443271443849456, 0.965245329339721, 0.3952270106659475] 0.0007357273342954235 -0.9581147042182384 -17.138226003430116
 -1.5094629659318637 [1.005595780229776, 0.9160740127419348, 0.4547509926428777] 0.002940975258622102 -0.9521602454166472 -17.14364184594313
 -1.5094630460921843 [0.3567767141514739, 0.8580793345595525, 0.3682720857687769] 0.002124584022327253 -0.944348672043149 -17.13494184233711
 -1.5094631262525051 [0.8128899499766711, 0.9344326163591459, 0.448953823957283] 0.003302435869609078 -0.9384785813255053 -17.132195358513425
 -1.5094632064128257 [9.3921735894132, 0.6613442937519564, 0.403919742418252] 0.0015342702802434924 -0.9306838061209988 -17.12885716530787
 -1.5094632865731463 [0.7308142766030559, 0.9430877470197299, 0.44278607874324266] 0.0029044406234945567 -0.9248097112610189 -17.12395976796238
 -1.509463366733467 [9.690926629906311, 0.7210480605597729, 0.4119143966323444] 0.00043269463144705536 -0.9180333500420759 -17.12041449461522
 -1.5094634468937875 [0.7656362124742966, 0.9393935658911248, 0.44566931477696253] 0.00290444347386781 -0.9112080499027707 -17.11334841849778
 -1.5094635270541081 [0.6126379535552128, 0.744822300617969, 0.38219349052147195] 0.00028879604401539177 -0.903679693175483 -17.112349339475845
 -1.509463607214429 [0.9224373249758667, 0.9235195354299414, 0.4536961550153412] 0.004001577739684455 -0.896190330192462 -17.101528324935604
 -1.5094636873747496 [0.384839182042693, 0.953593912323691, 0.3799264409152535] 0.0005773974763135104 -0.8906819577704748 -17.100085896440664
 -1.5094637675350702 [1.3102983333876481, 0.895002468327328, 0.44871058699580757] 0.0016641759338555746 -0.8808711964306881 -17.092898887885518
 -1.5094638476953908 [0.6723869858818796, 0.9492369998363673, 0.4370932708309671] 0.0029332124050678366 -0.8739121794273392 -17.08261305535425
 -1.5094639278557114 [0.3572761528841293, 0.8717206252378062, 0.3675115686656705] 0.000415349109701421 -0.8682679069352773 -17.089779394338255
 -1.509464008016032 [1.2405568855667741, 0.899111825119214, 0.4506584459731839] 0.002519359633411112 -0.859678542138012 -17.082409458020823
 -1.5094640881763528 [0.7509666346381572, 0.9409434347121688, 0.4445033283419279] 0.0029906739022445197 -0.8504083157479293 -17.065635302727323
 -1.5094641683366734 [0.4044198820915253, 0.9618411878083594, 0.38844178098749643] 0.0018322119771273563 -0.8439265955076197 -17.063121636944633
 -1.509464248496994 [9.703936925079926, 0.677836207464369, 0.4058394980517861] -0.0006448713513700153 -0.8387321997521907 -17.066011438433165
 -1.5094643286573146 [1.2549078506179723, 0.898236721060633, 0.45026270751308645] 0.002498974481821056 -0.8305910368783799 -17.057173290602403
 -1.5094644088176352 [0.9247164119898306, 0.9233029673323233, 0.4537535499142436] 0.0034757452701379495 -0.8211592023868368 -17.051219736382524
 -1.5094644889779558 [0.7106478230307121, 0.9452129792559149, 0.4409446838033958] 0.0026113716742471346 -0.8128028596936768 -17.044353303789812
 -1.5094645691382766 [0.5386409020249644, 0.9618933309241109, 0.4196192981045075] 0.0010521456279743565 -0.8049345599958599 -17.036111954362774
 -1.5094646492985972 [0.4386010335055735, 0.9658784629185999, 0.3993139215817072] 0.0006421920495155856 -0.7971530835592414 -17.03163677794596
 -1.5094647294589179 [0.3998503945536031, 0.9603857153950757, 0.3866696060799702] -2.4822756653733346e-5 -0.7895935702351502 -17.026495847188585
 -1.5094648096192385 [0.39215447681640375, 0.9573574000436941, 0.3834130822920739] 0.0005793993814622683 -0.7813592697063169 -17.022576304993997
 -1.509464889779559 [0.40743859130389687, 0.9623646959635873, 0.38958245729778224] -0.00019146570326558234 -0.7732176033851631 -17.011168076300443
 -1.5094649699398797 [0.4645491020539433, 0.9659839691101049, 0.4056993812417162] 0.0005839857395439237 -0.7642715068571497 -17.00134294567801
 -1.5094650501002005 [0.6014290167002458, 0.9563370474962017, 0.4286953212219073] 0.0033610324196333714 -0.7527550839315853 -16.990163094574346
 -1.509465130260521 [0.8111072439557008, 0.9346075896282605, 0.44884740565526393] 0.00309051176494211 -0.7452953518204369 -16.990402540120478
 -1.5094652104208417 [1.0908158072395278, 0.9092733410489405, 0.4540901771438152] 0.003131462109400584 -0.7382960546977108 -16.985062668765487
 -1.5094652905811623 [2.8242272815448914, 0.8479347086239187, 0.4283963048887907] 0.0014037005222472137 -0.7307949331043655 -16.977317475767855
 -1.509465370741483 [0.3899659015657189, 0.9559981719676065, 0.3824443878118493] 0.00010083005935072406 -0.7192971207414985 -16.967320676538762
 -1.5094654509018035 [0.7906083754637913, 0.9367466999200907, 0.44750156190134555] 0.0032877828017422936 -0.7123938750996325 -16.958612459988316
 -1.5094655310621243 [1.6641504620136218, 0.8783365567654663, 0.4399350886356095] 0.0013752559247860246 -0.7017455438149508 -16.95329192176442
 -1.509465611222445 [0.46096121728306944, 0.9659561207207649, 0.40488959940534963] -0.0001906462505621843 -0.6923507587889208 -16.942259995171394
